Partie,Score,Positionnement,Bonbon,Temps
2,0,"[{""x"": 110, ""y"": 50}, {""x"": 120, ""y"": 50}, {""x"": 130, ""y"": 50}, {""x"": 140, ""y"": 50}, {""x"": 150, ""y"": 50}, {""x"": 160, ""y"": 50}, {""x"": 170, ""y"": 50}, {""x"": 180, ""y"": 50}, {""x"": 190, ""y"": 50}, {""x"": 200, ""y"": 50}, {""x"": 210, ""y"": 50}, {""x"": 220, ""y"": 50}, {""x"": 230, ""y"": 50}, {""x"": 240, ""y"": 50}, {""x"": 250, ""y"": 50}, {""x"": 260, ""y"": 50}, {""x"": 270, ""y"": 50}, {""x"": 280, ""y"": 50}, {""x"": 290, ""y"": 50}, {""x"": 300, ""y"": 50}, {""x"": 310, ""y"": 50}, {""x"": 320, ""y"": 50}, {""x"": 330, ""y"": 50}, {""x"": 340, ""y"": 50}, {""x"": 350, ""y"": 50}, {""x"": 360, ""y"": 50}, {""x"": 370, ""y"": 50}, {""x"": 380, ""y"": 50}, {""x"": 390, ""y"": 50}, {""x"": 400, ""y"": 50}, {""x"": 410, ""y"": 50}, {""x"": 420, ""y"": 50}, {""x"": 430, ""y"": 50}, {""x"": 440, ""y"": 50}, {""x"": 450, ""y"": 50}, {""x"": 460, ""y"": 50}, {""x"": 470, ""y"": 50}, {""x"": 480, ""y"": 50}, {""x"": 490, ""y"": 50}, {""x"": 500, ""y"": 50}, {""x"": 510, ""y"": 50}, {""x"": 520, ""y"": 50}, {""x"": 530, ""y"": 50}, {""x"": 530, ""y"": 60}, {""x"": 530, ""y"": 70}, {""x"": 530, ""y"": 80}, {""x"": 530, ""y"": 90}, {""x"": 530, ""y"": 100}, {""x"": 530, ""y"": 110}, {""x"": 530, ""y"": 120}, {""x"": 530, ""y"": 130}, {""x"": 530, ""y"": 140}, {""x"": 530, ""y"": 150}, {""x"": 530, ""y"": 160}, {""x"": 530, ""y"": 170}, {""x"": 530, ""y"": 180}, {""x"": 530, ""y"": 190}, {""x"": 530, ""y"": 200}, {""x"": 530, ""y"": 210}, {""x"": 530, ""y"": 220}, {""x"": 530, ""y"": 230}, {""x"": 530, ""y"": 240}, {""x"": 530, ""y"": 250}, {""x"": 530, ""y"": 260}, {""x"": 530, ""y"": 270}, {""x"": 530, ""y"": 280}, {""x"": 530, ""y"": 290}, {""x"": 530, ""y"": 300}, {""x"": 530, ""y"": 310}, {""x"": 530, ""y"": 320}, {""x"": 530, ""y"": 330}, {""x"": 530, ""y"": 340}, {""x"": 530, ""y"": 350}, {""x"": 530, ""y"": 360}, {""x"": 530, ""y"": 370}, {""x"": 530, ""y"": 380}, {""x"": 530, ""y"": 390}, {""x"": 530, ""y"": 400}, {""x"": 530, ""y"": 410}, {""x"": 530, ""y"": 420}, {""x"": 530, ""y"": 430}, {""x"": 530, ""y"": 440}, {""x"": 530, ""y"": 450}, {""x"": 540, ""y"": 450}, {""x"": 550, ""y"": 450}, {""x"": 560, ""y"": 450}, {""x"": 570, ""y"": 450}, {""x"": 580, ""y"": 450}, {""x"": 590, ""y"": 450}, {""x"": 600, ""y"": 450}, {""x"": 610, ""y"": 450}, {""x"": 620, ""y"": 450}, {""x"": 630, ""y"": 450}, {""x"": 640, ""y"": 450}, {""x"": 650, ""y"": 450}, {""x"": 660, ""y"": 450}, {""x"": 670, ""y"": 450}, {""x"": 670, ""y"": 460}, {""x"": 670, ""y"": 470}, {""x"": 670, ""y"": 480}]","[{""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}, {""x"": 560, ""y"": 460}]",4.02
